Song Take,Song Name,Ragam,Composer,Janya Number,Youtube Link,Shruti
1,Naadasukham-Tarum,Kaantamani,Koteeshwara-Iyer,61,https://www.youtube.com/watch?v=gT9VF1Qk3R8&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=67,5 Kattai
2,Naadasukham-Tarum,Kaantamani,Koteeshwara-Iyer,61,https://www.youtube.com/watch?v=lcYfUgJ9lhY,7 Kattai
1,Giripriyam-Gangadharam,Kadanakuthalam,Muttiah-Bhagavathar,29,https://www.youtube.com/watch?v=vkggWbqTmqY,5 Kattai
2,Giripriyam-Gangadharam,Kadanakuthalam,Muttiah-Bhagavathar,29,https://www.youtube.com/watch?v=yFAy-8i8Yfw,3 Kattai
1,Raghuvamsa-Sudha,Kadanakuthalam,Patnam-Subramanyam-Iyer,29,https://www.youtube.com/watch?v=haEwHSgbmOA,4 Kattai
2,Raghuvamsa-Sudha,Kadanakuthalam,Patnam-Subramanyam-Iyer,29,https://www.youtube.com/watch?v=F5zCVJF3pt0,1 Kattai
1,Nadalodudhai,Kalyana-Vasantham,Thyagaraja,21,https://www.youtube.com/watch?v=ALf7hR57qTk,5 Kattai
2,Nadalodudhai,Kalyana-Vasantham,Thyagaraja,21,https://www.youtube.com/watch?v=I9fj9itdJQ8,6 Kattai
1,Etavunara,Kalyani,Thyagaraja,65,https://www.youtube.com/watch?v=LHlhK_cIw_o,6 Kattai
2,Etavunara,Kalyani,Thyagaraja,65,https://www.youtube.com/watch?v=ehsEkwDvhug,5 Kattai
1,Himadhri-Suthe,Kalyani,Shyama-Shastri,65,https://www.youtube.com/watch?v=OMEcufy_YXo,2 Kattai
2,Himadhri-Suthe,Kalyani,Shyama-Shastri,65,https://www.youtube.com/watch?v=unwsa6_TA28,2 Kattai
1,Pankaja-Lochana,Kalyani,Swati-Tirunal,65,https://www.youtube.com/watch?v=UVI3IFjPsWo,4 Kattai
2,Pankaja-Lochana,Kalyani,Swati-Tirunal,65,https://www.youtube.com/watch?v=8dXVCMfTMvI,2 Kattai
1,Kanchadalayataksi,Kamala-Manohari,Mutthuswami-Dikshitar,27,https://www.youtube.com/watch?v=yYfOX3ahZGI,3 Kattai
2,Kanchadalayataksi,Kamala-Manohari,Mutthuswami-Dikshitar,27,https://www.youtube.com/watch?v=UheP3XXpWrw,3 Kattai
1,Ka-Murugaiyya,Kamavardhini,Koteeshwara-Iyer,51,https://www.youtube.com/watch?v=Xg_Q3Sz3Cz4&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=47,3 Kattai
2,Ka-Murugaiyya,Kamavardhini,Koteeshwara-Iyer,51,https://www.youtube.com/watch?v=ecn748scNbU,6 Kattai
1,Kailasa-Nathena,Kambhoji,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=ScS0kpVI7dM,4 Kattai
2,Kailasa-Nathena,Kambhoji,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=XRZdz69nBpc,4 Kattai
1,Maa-Janaki,Kambhoji,Thyagaraja,28,https://www.youtube.com/watch?v=JWKrewIt5t8,2 Kattai
2,Maa-Janaki,Kambhoji,Thyagaraja,28,https://www.youtube.com/watch?v=hRb2JEmVq6U,3 Kattai
1,Thiruvadi-Charanam,Kambhoji,Gopaalakrishna-Bharatiyar,28,https://www.youtube.com/watch?v=ycnVhYEtji4,5 Kattai
2,Thiruvadi-Charanam,Kambhoji,Gopaalakrishna-Bharatiyar,28,https://www.youtube.com/watch?v=CcohVRUVOQc,4 Kattai
1,Kanakangaka,Kanakangi,Koteeshwara-Iyer,1,https://www.youtube.com/watch?v=2JBWFTQRM9g&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=4,3 Kattai
2,Kanakangaka,Kanakangi,Koteeshwara-Iyer,1,https://www.youtube.com/watch?v=R1uelKyqMEY,5 Kattai
1,Kanakambari,Kanakangi,Mutthuswami-Dikshitar,1,https://www.youtube.com/watch?v=wTd6UjyDLtI,3 Kattai
2,Kanakambari,Kanakangi,Mutthuswami-Dikshitar,1,https://www.youtube.com/watch?v=6dZxprn6w1s,5 Kattai
1,Shri-Gananatham,Kanakangi,Thyagaraja,1,https://www.youtube.com/watch?v=wvhca5eGl9Q,4 Kattai
2,Shri-Gananatham,Kanakangi,Thyagaraja,1,https://www.youtube.com/watch?v=LJF3F7toOfU,5 Kattai
1,Sharavanabhava-Guhane,Kannada,Papanasam-Shivan,29,https://www.youtube.com/watch?v=oBPyWpgZcWM,1 Kattai
2,Sharavanabhava-Guhane,Kannada,Papanasam-Shivan,29,https://www.youtube.com/watch?v=hDKSMajOYJs,2 Kattai
1,Shri-Matrubhootam,Kannada,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=BPjeR1aCnqc,2 Kattai
2,Shri-Matrubhootam,Kannada,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=ELwpqpIrE0A,1 Kattai
1,Aravinda-Padamalar,Kapi,Ambujam-Krishna,22,https://www.youtube.com/watch?v=2D5TIozt7uA,3 Kattai
2,Aravinda-Padamalar,Kapi,Ambujam-Krishna,22,https://www.youtube.com/watch?v=hkVLkc_3s4c,4 Kattai
1,Enna-Thavam,Kapi,Papanasam-Shivan,22,https://www.youtube.com/watch?v=uigO5QjGz7w,5 Kattai
2,Enna-Thavam,Kapi,Papanasam-Shivan,22,https://www.youtube.com/watch?v=qdWbglDS3qs,7 Kattai
1,Intha-Sowkya,Kapi,Thyagaraja,22,https://www.youtube.com/watch?v=ajcPhAbeZZw,2 Kattai
2,Intha-Sowkya,Kapi,Thyagaraja,22,https://www.youtube.com/watch?v=IajMEpvFsE8,4 Kattai
1,Sarasa-Samadana,Kapi-Narayani,Thyagaraja,28,https://www.youtube.com/watch?v=ZSsiWR4W5wA,6 Kattai
2,Sarasa-Samadana,Kapi-Narayani,Thyagaraja,28,https://www.youtube.com/watch?v=qg5gCtfrHfM,7 Kattai
1,Om-Namo-Narayana,Karnaranjani,Ambujam-Krishna,22,https://www.youtube.com/watch?v=YrYthysoooU,7 Kattai
2,Om-Namo-Narayana,Karnaranjani,Ambujam-Krishna,22,https://www.youtube.com/watch?v=NjDcFC3seio,5 Kattai
1,Vanchathonuna,Karnaranjani,Muttiah-Bhagavathar,22,https://www.youtube.com/watch?v=Rim-dn2RNoU,1 Kattai
2,Vanchathonuna,Karnaranjani,Muttiah-Bhagavathar,22,https://www.youtube.com/watch?v=eY_TfeAZg7w,3 Kattai
1,Era-Tagunatara,Kedara-Gowlai,Dharmapuri-Subaraya-Iyer,28,https://www.youtube.com/watch?v=wxkXRgfuoeg,2 Kattai
2,Era-Tagunatara,Kedara-Gowlai,Dharmapuri-Subaraya-Iyer,28,https://www.youtube.com/watch?v=TfMFEvIXZV8,1 Kattai
1,Tulasi-Bilva,Kedara-Gowlai,Thyagaraja,28,https://www.youtube.com/watch?v=vwahfUYMxpw,7 Kattai
2,Tulasi-Bilva,Kedara-Gowlai,Thyagaraja,28,https://www.youtube.com/watch?v=pPdPH7Mndlk,4 Kattai
1,Ananda-Natana-Prakasham,Kedaram,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=3iA9uzXx-4Q,3 Kattai
2,Ananda-Natana-Prakasham,Kedaram,Mutthuswami-Dikshitar,29,https://www.youtube.com/watch?v=O2jm-d48hJg,3 Kattai
1,Paramananda-Natana,Kedaram,Swati-Tirunal,29,https://www.youtube.com/watch?v=lfaqSvn7Tec,1 Kattai
2,Paramananda-Natana,Kedaram,Swati-Tirunal,29,https://www.youtube.com/watch?v=kGlWGS0Q3Xc,5 Kattai
1,Brochevarevarura,Khamas,Mysore-Vaasudevacharya,28,https://www.youtube.com/watch?v=Bzs2o8rZQ9E,4 Kattai
2,Brochevarevarura,Khamas,Mysore-Vaasudevacharya,28,https://www.youtube.com/watch?v=vf6-vaxFWf4,2 Kattai
1,Idadu-Padam-Thuki,Khamas,Papanasam-Shivan,28,https://www.youtube.com/watch?v=RX7IcL34jf0,7 Kattai
2,Idadu-Padam-Thuki,Khamas,Papanasam-Shivan,28,https://www.youtube.com/watch?v=uGZj5gIUOW0,1 Kattai
1,Shrisha-Padmanabha,Khamas,Swati-Tirunal,28,https://www.youtube.com/watch?v=QhwmJ122txE,7 Kattai
2,Shrisha-Padmanabha,Khamas,Swati-Tirunal,28,https://www.youtube.com/watch?v=ffDb2R8M2os,7 Kattai
1,Cakani-Raaja,Kharaharapriya,Thyagaraja,22,https://www.youtube.com/watch?v=ZvzmrIECBl8,1 Kattai
2,Cakani-Raaja,Kharaharapriya,Thyagaraja,22,https://www.youtube.com/watch?v=WgBQzaZU1kI,6 Kattai
1,Janaki-Pathe,Kharaharapriya,Papanasam-Shivan,22,https://www.youtube.com/watch?v=gU2eF0GYJfM,3 Kattai
2,Janaki-Pathe,Kharaharapriya,Papanasam-Shivan,22,https://www.youtube.com/watch?v=u7R35mlpF7o,6 Kattai
1,Pakala-Nilabadhi,Kharaharapriya,Thyagaraja,22,https://www.youtube.com/watch?v=YRxLu-1-brw,2 Kattai
2,Pakala-Nilabadhi,Kharaharapriya,Thyagaraja,22,https://www.youtube.com/watch?v=4ne1VepXgPs,5 Kattai
1,Devi-Neeye-Thunai,Kiravaani,Papanasam-Shivan,21,https://www.youtube.com/watch?v=MJHh51Uvjx8,1 Kattai
2,Devi-Neeye-Thunai,Kiravaani,Papanasam-Shivan,21,https://www.youtube.com/watch?v=-MjRKnhRRuM,2 Kattai
1,Kaligiyunte,Kiravaani,Thyagaraja,21,https://www.youtube.com/watch?v=KGW5K2fL6Ak,2 Kattai
2,Kaligiyunte,Kiravaani,Thyagaraja,21,https://www.youtube.com/watch?v=Zcxm1zysMug,4 Kattai
1,Karunakarane,Kiravaani,Papanasam-Shivan,21,https://www.youtube.com/watch?v=2t-TRC5C1oI,2 Kattai
2,Karunakarane,Kiravaani,Papanasam-Shivan,21,https://www.youtube.com/watch?v=y_7wLeEhY9A,6 Kattai
1,Sukha-Vaazhvadaindu,Kokilapriya,Koteeshwara-Iyer,11,https://www.youtube.com/watch?v=uKDBhXLR3Zk&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=54,4 Kattai
2,Sukha-Vaazhvadaindu,Kokilapriya,Koteeshwara-Iyer,11,https://www.youtube.com/watch?v=RVsZSPFu2Js,3 Kattai
1,Kaa-Guha,Kosalam,Koteeshwara-Iyer,71,https://www.youtube.com/watch?v=AU5UIWhDUqM&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=17,1 Kattai
2,Kaa-Guha,Kosalam,Koteeshwara-Iyer,71,https://www.youtube.com/watch?v=blizqGhL2gU,3 Kattai
1,Bhogendra-Shayinam,Kuntala-Varali,Swati-Tirunal,28,https://www.youtube.com/watch?v=edLP7IgSeH0,6 Kattai
2,Bhogendra-Shayinam,Kuntala-Varali,Swati-Tirunal,28,https://www.youtube.com/watch?v=mVERw1OTA7o,7 Kattai
1,Ninnu-Pogada-Tharama,Kuntala-Varali,GN-Balasubramaniam,28,https://www.youtube.com/watch?v=yygLSVSksGU,4 Kattai
2,Ninnu-Pogada-Tharama,Kuntala-Varali,GN-Balasubramaniam,28,https://www.youtube.com/watch?v=LjP6fCBsrbk,3 Kattai
1,Shara-Shara-Samaraika,Kuntala-Varali,Thyagaraja,28,https://www.youtube.com/watch?v=-6gALa3yKIY,5 Kattai
2,Shara-Shara-Samaraika,Kuntala-Varali,Thyagaraja,28,https://www.youtube.com/watch?v=xmTz3-VOmDc,4 Kattai
1,Hiranmayim-Lakshmim,Lalitaa,Mutthuswami-Dikshitar,15,https://www.youtube.com/watch?v=JkyihwZxKyg,3 Kattai
2,Hiranmayim-Lakshmim,Lalitaa,Mutthuswami-Dikshitar,15,https://www.youtube.com/watch?v=d8utbM3XuHQ,5 Kattai
1,Nannu-Brova-Lalitha,Lalitaa,Shyama-Shastri,15,https://www.youtube.com/watch?v=mqsakYyu97E,4 Kattai
2,Nannu-Brova-Lalitha,Lalitaa,Shyama-Shastri,15,https://www.youtube.com/watch?v=Z9JIAN3lv94,4 Kattai
1,Aparadhamu,Latangi,Patnam-Subramanyam-Iyer,63,https://www.youtube.com/watch?v=ouYsUfVy0mg,2 Kattai
2,Aparadhamu,Latangi,Patnam-Subramanyam-Iyer,63,https://www.youtube.com/watch?v=8ZFK-IrINdo,5 Kattai
1,Kaikooda,Latangi,Koteeshwara-Iyer,63,https://www.youtube.com/watch?v=UIzO5muKJKE&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=43,4 Kattai
2,Kaikooda,Latangi,Koteeshwara-Iyer,63,https://www.youtube.com/watch?v=ApbvH99YVic,5 Kattai
1,Pirava-Varam,Latangi,Papanasam-Shivan,63,https://www.youtube.com/watch?v=wvHRb30-Ruc,2 Kattai
2,Pirava-Varam,Latangi,Papanasam-Shivan,63,https://www.youtube.com/watch?v=IQnJOuuhsx4,5 Kattai
1,Muralidhara-Gopala,Maand,Periyasaami-Tooran,29,https://www.youtube.com/watch?v=Rl3QpBMPilI,4 Kattai
2,Muralidhara-Gopala,Maand,Periyasaami-Tooran,29,https://www.youtube.com/watch?v=RbcvyPj3KpY,6 Kattai
1,Raamanai-Bhajithal,Maand,Papanasam-Shivan,29,https://www.youtube.com/watch?v=1tuQfRaP9b0,5 Kattai
2,Raamanai-Bhajithal,Maand,Papanasam-Shivan,29,https://www.youtube.com/watch?v=jTZmM9nEyeE,7 Kattai
1,Brovavamma,Maanji,Shyama-Shastri,20,https://www.youtube.com/watch?v=jfHhigCtZ2M,4 Kattai
2,Brovavamma,Maanji,Shyama-Shastri,20,https://www.youtube.com/watch?v=qrjTX9-OOXg,1 Kattai
1,Varugalaamo,Maanji,Gopaalakrishna-Bharatiyar,20,https://www.youtube.com/watch?v=8x0ZdICB2vk,1 Kattai
2,Varugalaamo,Maanji,Gopaalakrishna-Bharatiyar,20,https://www.youtube.com/watch?v=kdWybRixCQ4,1 Kattai
1,Kanda-Naal-Mudhalai,Madhuvanti,NS-Chidambaram,59,https://www.youtube.com/watch?v=6wWOm1vW1z4,5 Kattai
2,Kanda-Naal-Mudhalai,Madhuvanti,NS-Chidambaram,59,https://www.youtube.com/watch?v=rB7inysHC6Y,1 Kattai
1,Dharma-Samvardhani,Madhyamavati,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=nNtOf52MsLs,4 Kattai
2,Dharma-Samvardhani,Madhyamavati,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=9NF4TV4YBas,7 Kattai
1,Karpagame,Madhyamavati,Papanasam-Shivan,22,https://www.youtube.com/watch?v=lIqbqhlGORw,4 Kattai
2,Karpagame,Madhyamavati,Papanasam-Shivan,22,https://www.youtube.com/watch?v=paJQJ4jIal8,4 Kattai
1,Nagumomu-Galavani,Madhyamavati,Thyagaraja,22,https://www.youtube.com/watch?v=xmS-w4fT7Jw,3 Kattai
2,Nagumomu-Galavani,Madhyamavati,Thyagaraja,22,https://www.youtube.com/watch?v=TTS2JEWtloI,4 Kattai
1,Panchamatanga,Malahari,Mutthuswami-Dikshitar,15,https://www.youtube.com/watch?v=pWUL7oriv7w,7 Kattai
2,Panchamatanga,Malahari,Mutthuswami-Dikshitar,15,https://www.youtube.com/watch?v=3MVUxa65H2U,6 Kattai
1,Nenarunchi-Nanu,Malavi,Thyagaraja,28,https://www.youtube.com/watch?v=GI78K8B1Rmc,7 Kattai
2,Nenarunchi-Nanu,Malavi,Thyagaraja,28,https://www.youtube.com/watch?v=hQu-MSiKF5A,4 Kattai
1,Karpaga-Manohara,Malayamarutam,Papanasam-Shivan,16,https://www.youtube.com/watch?v=SSaUC4EZx7k,6 Kattai
2,Karpaga-Manohara,Malayamarutam,Papanasam-Shivan,16,https://www.youtube.com/watch?v=SpV4cF_28oE,2 Kattai
1,Manasa-Etulo,Malayamarutam,Thyagaraja,16,https://www.youtube.com/watch?v=5auEJxmMeXY,4 Kattai
2,Manasa-Etulo,Malayamarutam,Thyagaraja,16,https://www.youtube.com/watch?v=LtEHr9dIL4A,2 Kattai
1,Nija-Bhakti,Manavanti,Koteeshwara-Iyer,5,https://www.youtube.com/watch?v=HIolukqrBR0&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=52,6 Kattai
2,Nija-Bhakti,Manavanti,Koteeshwara-Iyer,5,https://www.youtube.com/watch?v=s85p7zikewc,7 Kattai
1,Jaya-Jaya-Padmanabhanujesha,Maniranga,Swati-Tirunal,22,https://www.youtube.com/watch?v=izEEqoQtksY,6 Kattai
2,Jaya-Jaya-Padmanabhanujesha,Maniranga,Swati-Tirunal,22,https://www.youtube.com/watch?v=VP-GuI-nlB8,3 Kattai
1,Maamava-Pattaabhirama,Maniranga,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=g0f0Xk-cuEE,5 Kattai
2,Maamava-Pattaabhirama,Maniranga,Mutthuswami-Dikshitar,22,https://www.youtube.com/watch?v=QVQP6DtnmGg,1 Kattai
1,Malaginen-Velava,Mararanjani,Koteeshwara-Iyer,25,https://www.youtube.com/watch?v=J7E3_DpsRFM&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=12,1 Kattai
2,Malaginen-Velava,Mararanjani,Koteeshwara-Iyer,25,https://www.youtube.com/watch?v=1FInpDAVbGU&list=PLIgFVAThNM8pLHRRZc6Mg-8Ekvd-2sKgx&index=16,6 Kattai
1,Deva-Deva-Kalayamithe,Mayamavala-Gowlai,Swati-Tirunal,15,https://www.youtube.com/watch?v=wUP3Qyx8dEc,4 Kattai
2,Deva-Deva-Kalayamithe,Mayamavala-Gowlai,Swati-Tirunal,15,https://www.youtube.com/watch?v=L_u71q2H0io,6 Kattai
1,Maaya-Theetha,Mayamavala-Gowlai,Ponniah-Pillai,15,https://www.youtube.com/watch?v=rppUyJiqhwM,4 Kattai
2,Maaya-Theetha,Mayamavala-Gowlai,Ponniah-Pillai,15,https://www.youtube.com/watch?v=NY_rcG8QPYo,3 Kattai
1,Thulasi-Dala,Mayamavala-Gowlai,Thyagaraja,15,https://www.youtube.com/watch?v=oz-fORZIlXw,3 Kattai
2,Thulasi-Dala,Mayamavala-Gowlai,Thyagaraja,15,https://www.youtube.com/watch?v=WHUd32naGo8,1 Kattai
1,Bhuvaneshwariya,Mohana-Kalyani,Muttiah-Bhagavathar,65,https://www.youtube.com/watch?v=KoHDBYUlMAI,6 Kattai
2,Bhuvaneshwariya,Mohana-Kalyani,Muttiah-Bhagavathar,65,https://www.youtube.com/watch?v=Dd4Y289bpKg,7 Kattai
1,Tamadam-Tagadaya,Mohana-Kalyani,Lalgudi-Jayaraman,65,https://www.youtube.com/watch?v=dbUvQub37Ok,5 Kattai
2,Tamadam-Tagadaya,Mohana-Kalyani,Lalgudi-Jayaraman,65,https://www.youtube.com/watch?v=vRLhY8SoTS0,1 Kattai
1,Kaapaali,Mohanam,Papanasam-Shivan,28,https://www.youtube.com/watch?v=wJkeBQopp1c,1 Kattai
2,Kaapaali,Mohanam,Papanasam-Shivan,28,https://www.youtube.com/watch?v=uVe2hjfbrAY,1 Kattai
1,Nannu-Palimpa,Mohanam,Thyagaraja,28,https://www.youtube.com/watch?v=yGVohgIC6U4,4 Kattai
2,Nannu-Palimpa,Mohanam,Thyagaraja,28,https://www.youtube.com/watch?v=DpjE9J09Ly4,3 Kattai
1,Rara-Rajeeva,Mohanam,Mysore-Vaasudevacharya,28,https://www.youtube.com/watch?v=v4LlqwsDtVA,5 Kattai
2,Rara-Rajeeva,Mohanam,Mysore-Vaasudevacharya,28,https://www.youtube.com/watch?v=P-O8UCFBx4A,3 Kattai
1,Enraikku-Siva-Krupai,Mukhari,Neelakanta-Shivan,22,https://www.youtube.com/watch?v=3CP6QpAUjKY,4 Kattai
2,Enraikku-Siva-Krupai,Mukhari,Neelakanta-Shivan,22,https://www.youtube.com/watch?v=7mszUSPvl6Y,7 Kattai
1,Karu-Baru,Mukhari,Thyagaraja,22,https://www.youtube.com/watch?v=_myDBesDqH8,4 Kattai
2,Karu-Baru,Mukhari,Thyagaraja,22,https://www.youtube.com/watch?v=2VuqWlKWuT0,6 Kattai
1,Shivakama-Sundhari,Mukhari,Papanasam-Shivan,22,https://www.youtube.com/watch?v=mXV3m6i2b3c&list=PLG_Yzqd_RqR0MjTbiWkXDwvqB4Z71o1qk&index=27&ab_channel=AmruthaVenkatesh,2 Kattai
2,Shivakama-Sundhari,Mukhari,Papanasam-Shivan,22,https://www.youtube.com/watch?v=cG2AGtb6Xo8,5 Kattai
1,Jagadeesha,Nadanamakriya,Swati-Tirunal,15,https://www.youtube.com/watch?v=0fuWHJkSr4M,7 Kattai
2,Jagadeesha,Nadanamakriya,Swati-Tirunal,15,https://www.youtube.com/watch?v=TeS2FKAqCxA,3 Kattai
1,Naayen-Unaiye,Naganandhini,Koteeshwara-Iyer,30,https://www.youtube.com/watch?v=jvj0hGBuIWg&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=72,6 Kattai
2,Naayen-Unaiye,Naganandhini,Koteeshwara-Iyer,30,https://www.youtube.com/watch?v=6GcYJwvhNNs,7 Kattai
1,Garuda-Gamana,Nagaswarali,Patnam-Subramanyam-Iyer,28,https://www.youtube.com/watch?v=Mjw3ybVGkvo,3 Kattai
2,Garuda-Gamana,Nagaswarali,Patnam-Subramanyam-Iyer,28,https://www.youtube.com/watch?v=t9OwpHbjCO4,2 Kattai
1,En-Maname,Namanarayani,Koteeshwara-Iyer,50,https://www.youtube.com/watch?v=8BcppfhcN8Y&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=59,2 Kattai
2,En-Maname,Namanarayani,Koteeshwara-Iyer,50,https://www.youtube.com/watch?v=6we14hT5l4g,4 Kattai
1,Tandarul-Ayya,Nasikabhushini,Koteeshwara-Iyer,70,https://www.youtube.com/watch?v=8XNCMHj55jE&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=29,4 Kattai
2,Tandarul-Ayya,Nasikabhushini,Koteeshwara-Iyer,70,https://www.youtube.com/watch?v=NhitU4fC_yI,6 Kattai
1,Amboruha-Padame,Natabhairavi,Koteeshwara-Iyer,20,https://www.youtube.com/watch?v=2pmBmc7lrNI&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=22,5 Kattai
2,Amboruha-Padame,Natabhairavi,Koteeshwara-Iyer,20,https://www.youtube.com/watch?v=nX5QF1XKBCM,1 Kattai
1,Irangada-Saminatha,Natakapriya,Koteeshwara-Iyer,10,https://www.youtube.com/watch?v=PtcB8fyEGGA&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=42,1 Kattai
2,Irangada-Saminatha,Natakapriya,Koteeshwara-Iyer,10,https://www.youtube.com/watch?v=vzhnlX1twzM,3 Kattai
1,Jagadanandhakaraka,Nattai,Thyagaraja,36,https://www.youtube.com/watch?v=W03GiYGvswc&list=PLkCqsZqFoDzqtFWMdQLffRg4lyjJ1sBcp&index=5&ab_channel=TrichurBrothers,2 Kattai
2,Jagadanandhakaraka,Nattai,Thyagaraja,36,https://www.youtube.com/watch?v=5Nz7YRaUyuY,4 Kattai
1,Jaya-Jaya-Janaki,Nattai,Purandhara-Dhasa,36,https://www.youtube.com/watch?v=tcCH5sv9TFk,4 Kattai
2,Jaya-Jaya-Janaki,Nattai,Purandhara-Dhasa,36,https://www.youtube.com/watch?v=dXKiq2Ekq8A,4 Kattai
1,Maha-Ganapathim,Nattai,Mutthuswami-Dikshitar,36,https://www.youtube.com/watch?v=j3elIEZlOao,4 Kattai
2,Maha-Ganapathim,Nattai,Mutthuswami-Dikshitar,36,https://www.youtube.com/watch?v=AA994e6i4pU,7 Kattai
1,Kuvalaya,Nattakurunji,Thyagaraja,28,https://www.youtube.com/watch?v=rzlbUjYoDI4,2 Kattai
2,Kuvalaya,Nattakurunji,Thyagaraja,28,https://www.youtube.com/watch?v=NWyelK77T-U,4 Kattai
1,Palvadiyum-Mugam,Nattakurunji,Ootukada-Venkatasubaiyar,28,https://www.youtube.com/watch?v=Q3_H5X-058E,4 Kattai
2,Palvadiyum-Mugam,Nattakurunji,Ootukada-Venkatasubaiyar,28,https://www.youtube.com/watch?v=Yq-YzRltTZA,6 Kattai
1,Parvathi-Kumaram,Nattakurunji,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=wgOlENNdCDQ&list=PLG_Yzqd_RqR0MjTbiWkXDwvqB4Z71o1qk&index=80&ab_channel=AmruthaVenkatesh,3 Kattai
2,Parvathi-Kumaram,Nattakurunji,Mutthuswami-Dikshitar,28,https://www.youtube.com/watch?v=_1ecG6qPJIg,2 Kattai
1,Saami-Idhe,Navanitam,Koteeshwara-Iyer,40,https://www.youtube.com/watch?v=9EWaKXRBo98,6 Kattai
2,Saami-Idhe,Navanitam,Koteeshwara-Iyer,40,https://www.youtube.com/watch?v=k9bUWmB5I20,1 Kattai
1,Mohanakara-Muthukumara,Neethimathi,Koteeshwara-Iyer,60,https://www.youtube.com/watch?v=jMCFethC_6M&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=9,4 Kattai
2,Mohanakara-Muthukumara,Neethimathi,Koteeshwara-Iyer,60,https://www.youtube.com/watch?v=o8kbH2xTs2g,4 Kattai
1,Anjade-Nenjame,Paavani,Koteeshwara-Iyer,41,https://www.youtube.com/watch?v=XxhEOqvvF4s&list=OLAK5uy_nBLZ0RFtF4CdultzaQe2dz90HSJ_VkdWQ&index=27,2 Kattai
2,Anjade-Nenjame,Paavani,Koteeshwara-Iyer,41,https://www.youtube.com/watch?v=Q15nxhqYXvw,6 Kattai
1,Paripalaya-Saraseeruha,Pantuvarali,Swati-Tirunal,51,https://www.youtube.com/watch?v=YAQpRS_iNeE,3 Kattai
2,Paripalaya-Saraseeruha,Pantuvarali,Swati-Tirunal,51,https://www.youtube.com/watch?v=msJS_5es-zc,3 Kattai
1,Shambho-Mahadeva,Pantuvarali,Thyagaraja,51,https://www.youtube.com/watch?v=EZZhYEdpYrw,2 Kattai
2,Shambho-Mahadeva,Pantuvarali,Thyagaraja,51,https://www.youtube.com/watch?v=3l3bNcnEsCw,6 Kattai
1,Siva-Siva-Ena-Rada,Pantuvarali,Thyagaraja,51,https://www.youtube.com/watch?v=Be1pOlSCvjQ,1 Kattai
2,Siva-Siva-Ena-Rada,Pantuvarali,Thyagaraja,51,https://www.youtube.com/watch?v=dQvccYSyx0o,7 Kattai
1,Neelayathakshi,Paras,Shyama-Shastri,15,https://www.youtube.com/watch?v=6DKu80qffY8,2 Kattai
2,Neelayathakshi,Paras,Shyama-Shastri,15,https://www.youtube.com/watch?v=RQ03MoR5DnI,2 Kattai
1,Triloka-Mata,Paras,Shyama-Shastri,15,https://www.youtube.com/watch?v=DkfiT_3AtYg,4 Kattai
2,Triloka-Mata,Paras,Shyama-Shastri,15,https://www.youtube.com/watch?v=D5e63h1QghU,3 Kattai
1,Ananda-Natamaduvar,Poorvi-Kalyani,Neelakanta-Shivan,53,https://www.youtube.com/watch?v=V0GjWX-zjR4,2 Kattai
2,Ananda-Natamaduvar,Poorvi-Kalyani,Neelakanta-Shivan,53,https://www.youtube.com/watch?v=TCbNi3W5S4Y,4 Kattai
1,Deva-Deva-Jagadhishwara,Poorvi-Kalyani,Swati-Tirunal,53,https://www.youtube.com/watch?v=duTA_2AEDQI,3 Kattai
